date|event
1906|The Nobel Prize for Peace is awarded to US President Theodore Roosevelt who is the first American to be awarded the Peace Prize
1906|US troops reoccupy Cuba andstay until 1909
1906|The Vuia I aircraft built by Romanian Traja Vuia is tested in France
1906|The Wright Brothers patent an aeroplane
1906|Beginning of the animated film industry: J. Stuart Blackton's 'Humorous Phases of Funny Faces'
1906|George Albert Smith and Charles Urban develop first commercially successful photographic colour process called 'Kinemacolor'
1906|Panchromatic plates are marketed by Wratten and Wainright in England
1906|Th screen aspect ratio of 4:3 is established as an international viewing standard
1906|Frederick Hopkins suggests the existence of vitamins ('accessory food factors') and suggests that a lack of vitamins causes scurvy and rickets
1906|US Pure Food and Drug Act enacted, establishing the basis for federal regulation of foods and drugs
1906|C. Sherrington's neurology classic 'The Integrative Action of the Nervous System' is published
1906|Iran establishes a written constitution with the monach (or Shah) as head of state
1906|Mahatma Gandhi, announced he would go to jail or even die before obeying an anti-Asian law. Thousands of Indians joined him in this civil disobedience campaign
1906|The Nobel Prize for Physics goes to Joseph John Thomson (1856-1940) for theoretical and experimental investigations on the conduction of electricity by gases
1906|The Nobel prize for Medicine is awarded to Camillo Golgi and Santiago Ramon y Cajal.
1 Jun 1907|Frank Whittle, the son of a mechanic, was born in Coventry, England
14 Jun 1907|Norway granted suffarage to women
31 Aug 1907|Britain, Russia and France form the Triple Entente resolving some differences over Persia (Iran)
Aug 1907|Prince Scipone Borchesi wins Peking (Beijing) to Paris, 7,500 mile car rally which started on the 10 June with five cars
Sep 1907|The maiden voyage of the Cunard line's Lusitania. At 13,500 tons and 241 metres long she was the largest liner in existance, burning 1,000 tons of coal per day
15 Dec 1907|The Shah of Persia tried to overthrow his new liberal Chif Minister but popular uprising prevents him
1907|Albert Einstein introduces the principle of equivalence of gravitation and inertia and uses it to predict the gravitational redshift of light
1907|Bertram Boltwood proposes that the amount of Lead in Uranium and Thorium ores might be used to determine the Earth's age and crudely dates some rocks to have ages between 410 to 2200 million years
1907|Emil Fischer artificially synthesizes peptide amino acid chains and thereby shows that amino acids in proteins are connected by amino group-acid group bonds
1907|Ivan Pavlov demonstrates conditioned responses with salivating dogs
1907|Paul Ehrlich develops a chemotheraputic cure for sleeping sickness
1907|Urbain and von Welsbach discover element 71, Lutetium (Lu)
1907|Bell and Howell develop a film projection system
1907|DeForest begins regular radio music broadcasts
1907|In Russia, Rosing develops a theory of television
1907|239 workers died in a coal mine explosion in Jacobs Creek Pensilvania, USA
1907|44 nations meet in the second Hague Peace Conference
1907|Th US Abraham Mills' commission declares Abner Doubleday invented baseball
1907|In Belgium, Jules baron de Trooz forms Belgian Government
1907|Britain grants responsible government to former colony of Transvaal and General Louis Botha is named premier
1907|British suffragettes storm British Parliament and 60 women are arrested
1907|Bubonic Plague breaks out in San Fransisco
1907|Charles Collier wins the first Isle of Man TT Race (38.22 mph)
1907|Charles Curtis of Kansas becomes the first Native American US senator
1907|A coal mine explosion in Monongah West Virginia, USA, kills 361 people
1907|De Master's Dutch government resigns
1907|An explosion at Yolande Alabama, coal mine kills 91 people
1907|Finland is the first European country to give women the right to vote
1907|French cyclist Paul Cornu flies a twin rotor helicopter
1907|Gold dental inlays first described by William Taggart, who invented them
1907|The Great White Fleet sails from Hampton Downs on its World Cruise
1907|Harry Houdini escapes from chains underwater at Aquatic Park in 57 seconds
1907|The Indian Mine Laws passes giving concessions from Netherlands-Indies.
1907|In Rome, Maria Montessori opens her first (Montessori) school
1907|New Zealand becomes a dominion
1907|Oklahoma becomes the 46th US state
1907|Passenger ship 'Larchmont' sinks by Block Island and 322 people die
1907|Romanian Army puts down Moldavian farmers' revolt
1907|Royal Oil & Shell merge to form British Petroleum (BP).
1907|SS Berlin sinks off Hoek van Holland Netherlands when 142 people die
1907|Taxis first began running in New York City
1907|The first all-steel passenger railroad coach is completed, in Altoona, USA
1907|The first cabs with taxi meters begin operating in London
1907|The first US involuntary sterilization law is enacted in Indiana
1907|The first Portland Rose festival
1907|The US invades Honduras
1907|US proclaims a protectorate over Dominican Republic
1907|The US United Parcel Service begins service, in Seattle
1907|Alfred Korn announces Fac-Simile telegraphy
1907|Edouard Belin makes the first telephoto transmission, from Paris to Lyon to Bordeaux and back to Paris
1907|Dr Lee de Forest perfects the Audion tube, a triode vacuum tube that magnifies sound
1907|Lumière Brother's autochrome colour process is marketed
1907|Multiple-reel film comes to be called a feature when Adolph Zukor distributes Pathe's three reel 'Passion Play'
1907|Gustav Holst began teaching music at Morley College
1907|Leo Hendrik Baekeland, a New York chemist, discovered techniques to control the phenol-formaldehyde reaction and modify the reaction so that useful products could be made from it. This was the first fully completely synthetic man-made substance, a liquid resin which he named 'Bakelite'
1907|The Nobel Prize for Physics is awarded to Albert Abraham Michelson (1852-1931) for his optical precision instruments and his subsequent spectroscopic and metrological investigations
1907|The Nobel prize for Medicine is awarded to Charles Louis Alphonse Laveran.
1908|Elizabeth Garrett Anderson returned to her hometown of Aldeburgh in Suffolk, and made history again by being elected mayor, the first woman in Britain to hold the post
1 Jan 1908|The first time a ball signifying new year is dropped at Times Square in New York
Oct 1908|Explorers Ernest Shackleton, Frank Wild, Eric Marshall and Jameson Adams attempt to reach the South Pole. Within 30 days they have surpassed Scotts effort in 1903. Reaching reaches 88º23' south within 97 nautical miles, the group is severely ill and undernourished requiring them to abandon their attempt on the pole
1908|Austria annexes Bosnia and Hetzegovinia from Turkey
1908|Avocados were planted at San Marino Ranch (today, the Huntington Botanical Gardens) constituting what was apparently the first commercial avocado grove in California
1908|Ernst Zermelo axiomatizes set theory
1908|George Hale discovers the Zeeman splitting of spectral lines from sunspots
1908|Hans Geiger and Ernest Rutherford invent the Geiger counter for detecting radioactivity
1908|Heike Kammerlingh Onnes liquifies helium
1908|Henrietta Leavitt discovers the Cepheid period-luminosity relation
1908|Henry Ford develops the assembly line method of automobile manufacturing
1908|Hermann Minkowski postulates geometric unification of space and time
1908|New York tea importer Thomas Sullivan introduced the tea bag as a means of marketing samples. By 1934, 8 million yards of gauze were used annually to be sewn as tea bags
1908|Rutherford, Royds and Geiger identify alpha particles as helium nuclei
1908|In the US, Smith introduces true colour motion pictures
1908|154 men die in coal mine explosion at Marianna, Pennsilvania
1908|The 4th Olympic games opens in London
1908|The US enact the Aldrich Vineland Currency Act, a forerunner to US Federal Reserve System
1908|Arturo Tuscanini begins conducting New York's Metropolitan Opera
1908|Robert Baden-Powell founds the Scouts Movement
1908|Belgium Catholic socialist/liberal parliamentary election takes place
1908|Bulgaria declares independence from Turkey and Ferdinand I becomes Tsar
1908|In Collingwood, Ohio, in the US, a primary school catches fire and 180 people die
1908|The Congo Free State is annexed by Belgium and becomes the Belgian Congo
1908|Crete revolts against Turkey & aligns with Greece
1908|A dirigible explodes over San Fransisco Bay, 16 passengers fall, but none die
1908|Dutch utopist Frederick of Eden speaks in Carnegie Hall, New York
1908|An earthquake strikes Messina in Italy when 80,000 people die
1908|Failed assassination attempt on Shah Mohammed Ali in Teheran
1908|A fire makes 17,000 people homeless in Chelsea, Massachusetts
1908|Frans Schollaert succeeds De Trooz as premier of Belgium
1908|Frederick A Cook claims to reach North Pole (he didn't)
1908|General Motors is founded by William C Durant
1908|A giant fireball impacts in Central Siberia (Tunguska Event)
1908|the Great White Fleet arrives in San Fransisco
1908|Heemskerk's government begins in Holland
1908|Henry Ford introduces the Model T car which costs $825
1908|Herbert Henry Asquith becomes British Prime Minister (until 1916)
1908|Miss Pottelsberghe de la Pottery is the first airplane passenger (Belgium)
1908|New York City regulation makes it illegal for a woman to smoke in public
1908|New York to Paris auto race (via Alaska and Siberia) begins in New York NY. George Schuster wins after 88 days behind the wheel
1908|Orville Wright makes the first 1 hour airoplane flight, Fort Myer
1908|Paris advocate E Archdeacon is the first passenger in a airplane
1908|Part of the Great White Fleet arrives in Puget Sound, Washington
1908|Pasiphae, a satellite of Jupiter, was discovered by Melotte
1908|Race riot in Springfield Illinois
1908|The 46th star was added to US flag for Oklahoma
1908|The first ascent of Mount Erebus, in Antarctica
1908|The first horror movie (Dr Jekyll & Mr Hyde) premieres in Chicago
1908|The first tunnel under the Hudson River, a railway tunnel, opens
1908|Thomas Selfridge becomes the first fatality of powered flight
